"record_id","date","position","position_other","department_head","department_other","residence_program","residence_program_other","residence_year","university","gender","degree","age","research_tools","funding","collab_support","consumables","internet","journal_access","specialty_training","knowledge","professor_experience","research_incentives","skills_training","managerial_training","workload","work_hours","needed_positions","monitoring","reporting","oversight","excel_incentives","sanctions","incentive_additional","incentives_open_answer","infrastructure","staff_support","consulting_firms","training_workshops","academic_institutions","public_institutions","additional_support","external_support","information_flow","admin_decisions","research_exchange","travel_auth","irb_revision","institutional_processes","forums","research_importance","curriculum","abroad_training","research_proposal","research_choice","research_control","evaluating","topics","design","information_collection","new_ideas","paperwork","resource_access","time_management","admin_activitives","instructing","feedback","team_member","colleague_rapport","technical_equipment","limited_resources","change_coping","health_promotion","interpret_findings","report_writing","self_appraisal","practical_application","data_analysis","further_training","capacity_assessment_questionnaire_complete","position2"
"52",52,"5/2/2019","other","biochemist",NA,"","other",NA,NA,"USAC","female","1. university",33,4,1,2,5,5,1,4,5,5,6,3,1,1,3,"biostatistician, epidemiologist, research adviser for research approval",3,1,6,1,1,1,"funding for supplies and personel, study desing and methodology advisory, a guide with requirements and steps for research apporval",1,1,1,1,1,1,"data base or index on past research projects  and access to them to know the methodoogy used and figure out if a follow up to a past research project can be done","research study desing and methodology advisory, a contatc for collaborative work with other institutions ",1,1,1,3,3,"",1,1,1,1,6,6,6,2,5,5,5,2,3,5,6,2,3,4,5,7,4,5,5,5,5,5,5,6,5,"biostatistics to be able to know study desing and methodology, requirements and steps to follow in the hospital",2,"resident"
"53",53,"5/23/2019","other","biochemist",NA,"","other",NA,NA,"USAC","female","1. university",37,4,1,2,5,5,1,4,5,5,6,3,1,1,3,"biostatistician, epidemiologist, procedure and approval of research project advisory",3,1,6,1,1,1,"funding for supplies and personel, research advisory, requirements and steps for research approval",1,1,1,1,1,1," research advisor to assign new innovative research projects","only when the research project is comparative",1,1,1,2,2,"medical records  so they dont get lost",1,1,1,1,6,6,6,2,5,5,5,2,3,5,6,2,3,4,5,7,4,5,5,5,5,5,5,6,5,"study design to choose the most advantageous result interpretation ",2,"resident"
"54",54,"5/2/2019","other","biochemist",NA,"","other",NA,NA,NA,"male","1. university",22,4,3,4,5,4,5,3,3,4,3,4,4,2,2,"biostatistician",3,4,4,3,3,3,"funding, promotion, time",2,3,3,6,6,3,"","collavorative work with abroad institutions, advisors ",3,3,3,4,3,"medial records",3,3,4,3,3,4,4,5,6,4,5,5,5,4,4,6,4,5,3,4,5,4,4,5,5,5,6,6,6,"",2,"resident"
"55",55,"5/2/2019","other","biochemist",NA,"","other",NA,NA,"Other","female","1. university",28,4,3,4,5,4,5,3,3,4,3,4,4,2,2,"biostatistician",3,4,4,3,3,3,"funding, time",2,2,4,6,2,2,"","research institutions ",3,3,3,4,3,"medical records",3,3,4,3,3,4,4,5,6,4,5,5,5,4,4,6,4,5,3,4,5,4,4,4,5,5,6,6,6,"biostatistics",2,"resident"
"56",56,"4/27/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",27,1,3,3,3,3,3,4,4,4,3,3,3,4,3,"",3,4,4,3,4,4,"",4,3,3,3,3,3,"","",3,3,3,4,4,"",3,3,3,2,4,3,4,5,6,5,5,5,6,6,6,5,5,5,6,6,7,6,6,5,6,5,6,5,6,"",2,"resident"
"57",57,"4/27/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","male","2. masters or med specialty",37,2,3,3,4,1,4,3,3,3,3,3,3,3,2,"",3,2,3,3,3,3,"",3,3,4,4,4,4,"","",3,3,3,3,3,"",3,3,3,3,NA,3,3,5,4,3,3,4,5,4,5,4,5,5,5,5,3,3,3,3,4,4,4,4,4,"",2,"resident"
"58",58,"4/27/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",29,3,3,4,5,2,5,3,3,3,4,3,3,4,3,"",4,3,3,3,3,3,"",3,4,4,4,4,4,"","",4,4,4,4,4,"",4,3,3,3,2,3,4,5,5,5,4,5,5,4,4,3,5,5,6,5,4,5,3,4,5,4,5,5,3,"",2,"resident"
"59",59,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",28,1,1,5,1,1,1,5,5,5,5,1,1,1,1,"librarian, epidemiologist, researcher",1,1,1,1,1,1,"funding, training, protected time",1,1,1,2,1,1,"updates for the residentes ","",2,2,1,1,1,"medical records, updated records, patient`s hospital entry  information ",1,1,1,2,1,3,2,3,1,3,4,4,2,2,3,3,3,4,5,5,3,3,2,3,4,4,4,5,4,"research methodology, field work, introduction ",2,"resident"
"60",60,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","male","1. university",31,2,3,1,1,1,1,5,5,5,5,2,2,1,1,"",2,2,2,2,2,2,"",1,1,1,2,2,2,"","",2,2,1,1,1,"",1,1,1,2,1,3,2,3,1,3,4,4,3,3,4,5,3,5,5,5,4,4,5,5,5,5,5,5,4,"research methodology, field work",2,"resident"
"61",61,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",29,1,1,5,1,1,1,5,5,5,5,1,1,1,1,"",1,1,1,1,1,1,"",1,1,1,2,1,1,"","",2,2,1,1,1,"medical records ",1,1,1,2,1,3,2,3,1,3,4,4,2,2,3,3,3,4,5,5,4,4,3,4,5,5,4,5,4,"research methodology, results, field work",2,"resident"
"62",62,"4/30/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",29,1,1,1,1,1,1,4,5,5,4,5,2,2,5,"epidemiologist ",2,4,4,3,5,1,"funding ",1,4,1,1,3,3,"funding, logistics ","logistics, advisory ",2,1,2,2,3,"difficult access to information due to current bureaucratic processess  ",4,4,5,4,4,4,3,4,5,6,NA,5,4,3,5,4,6,5,5,6,3,5,4,5,4,5,5,5,5,"science ",2,"resident"
"63",63,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",30,2,2,2,2,3,3,4,4,4,4,2,1,1,4,"",3,4,4,2,4,2,"advisory from a trained researcher, to include in working hours time for research projects, updated library ",3,3,3,3,3,3,"updated library, facilities to do research, time disposal to carry on research ","access to updated information, funding support from other researcher to carry on field work, consultancy and advisory form experts on the field ",3,3,2,2,2,"help with the review committee, medical records, RENAP",2,2,2,2,5,3,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,"",2,"resident"
"64",64,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","male","1. university",NA,1,1,2,1,2,2,4,5,6,4,1,1,1,2,"librarian, research expert ",2,3,3,3,3,2,"time to come up with a good research project with feasible results, funding for supplies during the field work, make field work feasible",1,2,1,3,1,1,"computers, data bases ","epidemiologist",2,1,2,1,2,"updated digital medical records , easy and secure access to hospital statistics ",1,2,1,1,4,4,2,3,3,2,2,2,3,2,2,3,2,2,1,3,2,5,4,4,2,2,3,2,2,"research methods, literature review, results presentation ",2,"resident"
"65",65,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",28,3,2,3,2,3,4,5,4,4,3,3,2,1,1,"",3,4,3,2,4,2,"time, supplies, authorization from the work areas",3,4,3,5,4,4,"consultancy on study design, funding","",3,2,3,1,4,"data base of medical records ",2,3,4,4,5,1,4,4,5,5,6,5,6,5,6,3,4,4,5,5,7,7,5,5,6,6,4,4,5,"literature review, data analysis, research topics",2,"resident"
"66",66,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"URL","female","1. university",26,1,1,2,1,4,1,2,3,4,4,2,1,1,3,"epidemiologist ",2,3,3,1,5,1,"support- follow up, funding ",2,2,5,4,5,4,"real advisory, time disposal for data collection","consultants in statistics ",3,4,NA,1,4,"",4,1,1,2,5,2,1,6,2,4,6,5,7,4,5,2,7,6,7,7,7,7,3,5,7,7,6,6,7,"",2,"resident"
"67",67,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"Other","female","1. university",26,2,1,2,1,2,2,5,5,5,5,1,1,1,2,"",2,2,2,1,4,1,"promotion, academic recognition, opportunity for academic exchange ",1,1,1,3,1,1,"more flow up and advisory during research, offer time to work on research, training in research ","consultancy",2,6,1,1,3,"",1,2,1,1,3,2,2,3,2,1,3,3,2,2,1,1,2,2,7,7,6,6,6,6,3,3,4,4,1,"data analysis, methodology, literature reviews ",2,"resident"
"68",68,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",25,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"",1,1,1,1,5,1,"",1,1,3,1,1,1,"research lectures, supplies, training","",1,1,1,6,1,"RENAP, medical records, institutional review board",1,1,1,1,3,1,1,4,5,5,5,5,6,5,6,5,5,5,6,6,6,5,5,5,5,5,5,5,5,"pediatrics",2,"resident"
"69",69,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"UMG","female","1. university",31,2,1,2,1,1,1,4,4,3,3,1,1,2,3,"epidemiologist, research scientist, biostatistician",2,3,3,1,2,2,"support from specialized staff with experience ",6,2,2,1,2,1,"support for training in statistical methods, consultancy for feasible research, access to updated literature ","pharmaceutical companies support, data analysis, update on research methods ",2,2,1,6,1,"inform institutions to have easier access in data collection ",3,3,3,1,3,2,1,3,2,2,3,3,3,2,2,2,1,2,1,1,2,2,2,2,2,3,3,3,2,"literature review, study design, research results ",2,"resident"
"70",70,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",25,1,1,1,1,3,1,4,5,5,6,2,4,3,1,"epidemiologist, head of service, biostatistician ",2,2,1,2,4,1,"promotion, funding, vacations ",1,1,2,5,4,2,"access to medical records,  make bureaucratic procedures easier for the field work, infrastructure with computers and internet ","consultants, funding, computers ",1,6,2,1,1,"INE, ministry of health, RENAP",1,1,1,1,2,1,3,3,4,2,5,2,4,2,3,2,5,5,5,5,6,5,5,2,4,5,6,5,5,"research methods for data analysis, study design,  hypothesis ",2,"resident"
"71",71,"4/27/2019","specialty resident","",NA,"","anesthesia","",NA,"Other","female","1. university",27,3,3,3,1,1,3,3,3,3,3,2,2,3,1,"epidemiologist, librarian",2,3,2,2,2,2,"promotion, funding ",2,2,2,2,2,2,"Time, funding","institutions, consultants ",2,2,3,3,3,"medical records, death certificates, access to cancer data",2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"techniques, scientific, methodology  ",2,"resident"
"72",72,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",30,1,1,2,1,1,2,5,5,5,5,2,1,1,1,"",1,2,3,4,4,3,"protected time, necessary tools, promotion ",4,1,1,4,4,4,"electronic data bases, electronic devices, protected time","training, residency exchange, data bases ",2,2,2,1,1,"access to electronic data bases, medical records image studies  archives electronic laboratory data, interdisciplinary research committee ",6,1,1,2,4,4,1,5,5,5,7,7,7,4,6,4,5,4,7,7,6,6,6,6,6,6,4,5,5,"access to data resources, scientific writing, data analysis ",2,"resident"
"73",73,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",NA,1,1,1,1,3,1,3,5,5,5,2,2,1,1,"",2,1,1,1,4,1,"funding, time, support from superiors ",2,2,1,3,1,1,"reduce workload  or more time for research, trained staff in research, access to information","support, funding ",3,1,1,1,3,"medical records ",1,1,3,1,3,1,3,3,3,5,6,4,4,5,6,4,4,4,6,7,6,6,6,6,5,4,5,5,5,"data analysis, research methods, results presentation",2,"resident"
"74",74,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","male","2. masters or med specialty",26,1,1,1,1,1,1,5,5,5,5,5,5,1,1,"",1,1,1,2,1,1,"more time for research, opportunity for publishing, funding",1,1,1,1,1,1,"allow adequate time to carry out research, support for research projects that are important","support for publishing research projects ",1,1,1,1,5,"digital medical records to avoid loss of information or bribe requests form the staff in the archive in exchange of medical records",1,1,1,1,5,5,1,6,6,3,6,2,6,1,1,1,1,1,1,2,1,1,1,1,3,6,5,5,1,"process for publishing in indexed journals",2,"resident"
"75",75,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",26,2,1,2,1,3,3,3,4,4,4,1,1,1,2,"",2,2,3,2,4,3,"time",1,1,1,1,2,2,"supplies and equipment ","",2,2,1,1,1,"",1,1,1,2,2,4,2,4,5,5,5,5,3,4,4,3,3,3,4,5,4,4,3,3,5,4,4,4,4,"",2,"resident"
"76",76,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"Other","female","1. university",29,1,1,1,2,2,1,4,4,4,4,4,4,1,1,"",1,1,2,1,1,1,"",1,1,1,1,1,1,"virtual library","support in logistics",1,1,1,1,1,"I don't know ",1,1,1,1,4,4,1,5,6,5,6,4,4,5,3,3,5,4,4,4,4,4,4,4,5,5,5,5,5,"writing, data entry",2,"resident"
"77",77,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",28,1,1,1,1,3,1,3,2,3,3,3,3,1,1,"research specialist, statistician, specialist in research area ",3,3,3,3,5,1,"time, adequate follow up, opportunities for publishing ",2,3,2,3,3,3,"tutorials, library, additional courses ","actualization courses, access to data, support from trained staff",1,2,1,1,1,"access to information, help to get data in a faster way",2,2,1,1,5,3,3,5,6,4,6,6,6,6,4,5,6,5,6,6,7,6,5,5,5,4,5,5,5,"writing, analysis, applying results ",2,"resident"
"78",78,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","male","1. university",27,1,1,2,4,4,2,5,4,3,5,1,1,1,1,"",1,1,3,1,5,1,"opportunities for publishing ",1,1,1,2,2,2,"library area, improve schedules ","",3,1,1,1,2,"medical records ",1,1,2,1,2,3,1,2,2,1,2,4,3,3,2,3,4,4,5,7,5,4,4,4,5,4,4,4,3,"pharmacology, airway, regional anesthesia ",2,"resident"
"79",79,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"URL","male","1. university",29,2,1,2,2,3,2,4,4,4,3,3,3,2,1,"epidemiologist ",3,2,4,3,4,2,"funding, access to information, time",2,1,1,3,3,3,"follow up, better advisors ","to ease information, training ",1,1,2,1,2,"medical records from previous visits, medical records ",2,2,1,1,4,4,4,3,3,3,3,4,3,2,2,2,2,2,2,3,4,5,4,4,3,2,2,2,3,"teaching, research, follow up",2,"resident"
"80",80,"5/3/2019","specialty resident","",NA,"","trauma","","first year","USAC","male","2. masters or med specialty",25,1,1,2,1,1,3,5,5,5,2,1,1,1,1,"",1,5,4,1,5,1," financing, time, supervision",5,1,6,3,3,6," training, promotion, incentives","training, time to do it",4,5,3,1,1,"",1,1,1,4,5,3,1,3,3,2,5,5,5,1,1,3,4,4,1,6,6,6,6,6,6,5,5,6,3,"analyze statistics, type of research",0,"resident"
"81",81,"5/3/2019","specialty resident","",NA,"","trauma","","fourth year","USAC","male","2. masters or med specialty",28,1,1,1,5,3,1,3,5,5,5,1,1,1,1," biostatistician / epidemiologist, advisors according to the master's degree, staff of the university and the hospital with the same address",1,1,1,1,5,1," protected time, create the need to want to investigate, promotion, fair rating",4,1,5,2,5,5,"not to make it obligatory, supervise the work by competent specialists, not  limited the experimental model","experience of others, researchers present the impact of their research",1,1,1,1,1,"IUG, ICD-9, electronic national record",1,1,1,1,2,5,1,4,6,6,5,7,6,5,7,6,4,3,6,5,4,5,7,6,5,6,6,4,6,"emergency, arthroplasties, polytraumatism",2,"resident"
"82",82,"5/3/2019","specialty resident","",NA,"","trauma","","fourth year","USAC","male","1. university",29,3,1,1,3,2,2,5,4,4,5,1,1,1,3," librarian, epidemiologist, research specialist",3,4,5,3,5,3,"operation, support of specialists, scholarships",1,1,1,3,3,3,"monetary, personnel oriented to different graduate programs, specific place to perform research"," consultants focused on research, more teachers for fewer residents, professional research courses",1,1,1,1,1,"",1,1,1,1,4,4,1,5,5,4,5,1,4,4,4,4,4,3,4,4,5,3,3,3,4,4,3,4,4,"statistical analysis, present results of research, interpretation of results",0,"resident"
"83",83,"5/3/2019","specialty resident","",NA,"","trauma","","fourth year","USAC","male","1. university",35,1,1,3,3,1,3,3,4,4,4,4,5,2,2,"biostatist, epidemiologist, librarian",2,1,4,1,4,1,"promotion, financing",1,3,1,3,3,1," support to the research topics of each department, economic support, support in the collection of data","consultants, experts in the field, biostatistics",3,1,1,1,3,"digitize medical records",1,1,3,3,2,6,4,4,5,5,4,6,6,4,5,6,5,5,6,7,6,6,6,6,5,5,5,6,4,"statistical analysis, analysis of results",0,"resident"
"84",84,"5/3/2019","specialty resident","",NA,"","trauma","","fourth year","USAC","male","1. university",28,2,1,2,1,1,1,2,3,4,4,3,2,2,3,"teachers",3,3,3,4,3,3," facilitate research",4,2,3,2,2,2,"statistics","epidemiologist, statistics",2,2,2,2,1,"decentralize the processes to obtain the information",2,3,3,3,4,3,1,6,6,6,6,6,6,5,5,5,6,6,6,6,7,6,6,6,6,6,6,7,6,"surgical technique, use of surgical equipment, statistical analysis",2,"resident"
"85",85,"5/3/2019","specialty resident","",NA,"","trauma","","second year","USAC","male","1. university",29,1,1,1,1,3,3,3,4,4,5,2,1,1,1,"",2,1,3,1,3,1,"time, financing",2,1,1,1,1,1," improve working hours, adequate research ","training, accompaniment in the process",1,1,3,1,1,"accept the topics quickly",1,1,1,3,3,2,1,5,3,3,4,3,5,4,2,1,2,2,6,7,6,5,3,2,2,2,3,4,2,"accept the topics quicklyd",0,"resident"
"86",86,"5/3/2019","specialty resident","",NA,"","trauma","","fourth year","USAC","female","1. university",29,1,1,1,1,4,3,5,5,5,5,1,1,1,1,"specialist in the topics of research, epidemiology, biostatistics",1,1,1,1,1,1," time, promotion, financing",2,2,2,2,1,2,"Time, adequate space, trained staff","",1,1,1,1,1,"",1,1,1,1,3,5,1,3,1,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,3,3,3,3,2,"",0,"resident"
"87",87,"5/3/2019","specialty resident","",NA,"","trauma","","first year","USAC","male","1. university",26,3,3,4,4,3,3,4,4,4,3,3,3,4,3,"epidemiology, biostatistics, librarian",4,4,4,3,4,4,"time, financing",2,3,3,3,4,3,"training, structure, financing","consultants, collaboration with investigations",4,4,3,2,2,"death certificates, medical records, cancer records",3,3,3,2,3,2,2,4,4,4,4,4,5,4,5,4,5,5,6,6,6,5,5,5,5,5,5,5,4,"  statistical analysis, statistical tests",2,"resident"
"88",88,"5/3/2019","specialty resident","",NA,"","trauma","","third year","USAC","male","1. university",31,4,4,4,5,5,5,3,3,3,6,3,2,1,1,"epidemiologi",3,3,4,1,3,2,"promotion ",2,1,6,1,3,3,"decrease workload","consultants",3,1,1,5,3,"medical record",1,2,4,3,5,1,2,5,5,4,5,5,6,5,4,3,5,5,6,6,5,4,5,5,6,5,5,5,5,"analysis of data",2,"resident"
"89",89,"5/3/2019","specialty resident","",NA,"","trauma","","second year","USAC","female","1. university",27,4,2,4,4,4,2,5,5,5,4,2,2,1,3,"epidemiologi",1,2,3,3,1,1,"protected time, financing",2,1,1,1,2,2,"more staff to support"," consultants, institutions that support",3,2,2,5,5," more frequently allow access to this data",1,2,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"  guidance on how to conduct research, data collection",2,"resident"
"90",90,"5/3/2019","specialty resident","",NA,"","trauma","","third year","USAC","male","1. university",27,3,2,2,2,1,1,3,3,3,4,4,4,2,2,"biostatistics, epidemiology",2,2,3,2,4,2," financing, scholarships, time",2,2,2,2,2,2,"statistical, file availability","time to do research, training",2,2,2,2,2,"medical records",2,2,2,2,4,4,4,3,2,4,3,3,3,2,2,2,2,3,4,5,3,4,4,3,4,4,4,5,4,"analysis of results, variables",2,"resident"
